source_text,translated_text,context
"Patient relationship management, appointment scheduling, HIPAA-aligned field masking, and referral tracking",إدارة علاقات المرضى وجدولة المواعيد وإخفاء الحقول المتوافق مع HIPAA وتتبع الإحالات,
Per-App CAPS Integration,تكامل CAPS لكل تطبيق,
Pipeline Analytics,تحليلات المسار,
Pipeline Management,إدارة المسار,
"Pipeline forecasting, deal velocity trends, and revenue attribution across channels",توقعات المسار واتجاهات سرعة الصفقات وإسناد الإيرادات عبر القنوات,
"Pipeline, team performance, forecasting, and deal management",المسار، أداء الفريق، التوقعات، وإدارة الصفقات,
"Plan, schedule, and publish content across all channels with visual calendar view",خطط وجدول وانشر المحتوى عبر جميع القنوات بعرض تقويم بصري,
Priority-based auto-escalation with notification chains and manager overrides,تصعيد تلقائي حسب الأولوية مع سلاسل الإشعارات وتجاوز المديرين,
Professional Services,الخدمات المهنية,
"Project-based pipeline, retainer management, time tracking integration, and client portal access",مسار قائم على المشاريع وإدارة التوكيل وتكامل تتبع الوقت والوصول لبوابة العميل,
"Property listing integration, viewing schedules, commission tracking, and location-based lead assignment",تكامل قوائم العقارات وجداول المعاينة وتتبع العمولات وتوزيع العملاء حسب الموقع,
Prove Your Campaign Impact,أثبت تأثير حملاتك,
Publish to social platforms with AI-generated content suggestions and scheduling,انشر على المنصات الاجتماعية مع اقتراحات محتوى بالذكاء الاصطناعي وجدولة,
Qualification,التأهيل,
Quick Start:,بداية سريعة:,
Ready to Get Started?,مستعد للبدء؟,
"Real-time KPIs: revenue pipeline, conversion rates, campaign ROI, CSAT scores — all in one view",مؤشرات أداء حية: مسار الإيرادات، معدلات التحويل، عائد الحملات، نتائج الرضا — الكل في عرض واحد,
"Real-time agent performance rankings, challenges, and badges",تصنيفات أداء الوكلاء الحية والتحديات والشارات,
"Reply to customer queries in WhatsApp with templates, quick replies, and chatbot handoff",استجب لاستفسارات العملاء في واتساب بالقوالب والردود السريعة والتحويل للروبوت,
Reports,التقارير,
Resolve customer issues fast with a 360° view of every interaction and automated workflows:,حل مشكلات العملاء بسرعة مع عرض 360° لكل تفاعل وسير عمل آلي:,
"Respond to customer queries via WhatsApp with templates, chatbot handoff, and quick replies",استجب لاستفسارات العملاء عبر واتساب بالقوالب والتحويل للروبوت والردود السريعة,
"Response time SLAs with automatic escalation, breach alerts, and compliance reports",اتفاقيات وقت الاستجابة مع التصعيد التلقائي وتنبيهات الخرق وتقارير الامتثال,
Retail & E-Commerce,التجزئة والتجارة الإلكترونية,
Retention Alerts,تنبيهات الاحتفاظ,
Revenue Analytics,تحليلات الإيرادات,
Revenue Attribution,إسناد الإيرادات,
Revenue Forecasting,توقعات الإيرادات,
Revenue Pipeline,مسار الإيرادات,
Review team metrics,مراجعة مقاييس الفريق,
Role Maps,خرائط الأدوار,
Row-level permissions based on territory assignment,صلاحيات على مستوى الصف حسب تعيين المنطقة,
SLA Enforcement,تطبيق اتفاقيات الخدمة,
SLA Monitoring,مراقبة اتفاقيات الخدمة,
SaaS & Technology,البرمجيات كخدمة والتقنية,
Sales Gamification,تحفيز المبيعات,
Sales Manager — Pipeline & Team Performance,مدير المبيعات — المسار وأداء الفريق,
Sales Manager — Team Analytics,مدير المبيعات — تحليلات الفريق,
Sales Manager — Your Pipeline,مدير المبيعات — مسارك,
Sales Manager → receives your qualified leads | Customer Service → uses your content for support | General Manager → tracks your spend vs revenue,مدير المبيعات → يستلم عملاءك المؤهلين | خدمة العملاء → تستخدم محتواك للدعم | المدير العام → يتابع إنفاقك مقابل الإيرادات,
Sales Manager → you protect their closed deals | Marketing → you provide upsell opportunities | General Manager → sees CSAT scores and retention metrics,مدير المبيعات → تحمي صفقاته المغلقة | التسويق → توفر فرص البيع الإضافي | المدير العام → يرى نتائج الرضا ومقاييس الاحتفاظ,
Sales Workflow,سير عمل المبيعات,
"Sales conversion, marketing ROI, service CSAT, and agent productivity — all in one view",تحويل المبيعات وعائد التسويق ورضا الخدمة وإنتاجية الوكلاء — الكل في عرض واحد,
Satisfaction Surveys,استبيانات الرضا,
Schedule posts across social platforms with AI-generated content suggestions,جدول المنشورات عبر المنصات الاجتماعية مع اقتراحات محتوى بالذكاء الاصطناعي,
Scoring Rule,قاعدة التسجيل,
Security & Access Control,الأمان والتحكم بالوصول,
Security & Analytics,الأمان والتحليلات,
"See every call, email, WhatsApp message, meeting, and deal in one chronological view",شاهد كل مكالمة وبريد ورسالة واتساب واجتماع وصفقة في عرض زمني واحد,
"See how AuraCRM compares to leading CRM platforms in features, flexibility, and total cost of ownership.",شاهد كيف يقارن AuraCRM مع منصات CRM الرائدة في الميزات والمرونة والتكلفة الإجمالية للملكية.,
See who's active and who needs coaching with real-time activity feeds,شاهد من نشط ومن يحتاج تدريب مع تغذيات نشاط حية,
"Send bulk WhatsApp messages with templates, personalization, and opt-out handling",أرسل رسائل واتساب جماعية بالقوالب والتخصيص وإدارة إلغاء الاشتراك,
Sentiment Analysis,تحليل المشاعر,
Service Ticket,تذكرة خدمة,
Service Tickets,تذاكر الخدمة,
Set gamification challenges!,حدد تحديات التحفيز!,
Set response time SLAs and get alerts before breaches happen,حدد اتفاقيات وقت الاستجابة واحصل على تنبيهات قبل حدوث الخروقات,
Set up Lead Scoring Rules,إعداد قواعد تسجيل العملاء المحتملين,
Set up SLA Policies,إعداد سياسات مستوى الخدمة,
Set up lead scoring rules,إعداد قواعد تسجيل العملاء المحتملين,
"Set up rules to auto-assign leads by territory, workload, skill level, or round-robin",أنشئ قواعد لتوزيع العملاء تلقائياً حسب المنطقة أو الحمل أو المهارة أو بالتناوب,
Shield,Shield,
"Side-by-side performance metrics for sales, marketing, and service teams",مقاييس أداء جنباً إلى جنب لفرق المبيعات والتسويق والخدمة,
Smart Distribution,التوزيع الذكي,
Smart Lead Distribution,التوزيع الذكي للعملاء المحتملين,
Start Onboarding,ابدأ التعريف,
Strategic Alerts,التنبيهات الاستراتيجية,
Strategic Insights,رؤى استراتيجية,
"Student enrollment pipelines, course interest tracking, alumni engagement, and financial aid workflows",مسارات تسجيل الطلاب وتتبع الاهتمام بالدورات والتواصل مع الخريجين وسير عمل المساعدات المالية,
"Support tickets, SLA management, customer satisfaction",تذاكر الدعم، إدارة اتفاقيات الخدمة، رضا العملاء,
Switch to Kanban View,التبديل لعرض كانبان,
Team Gamification,تحفيز الفريق,
Team Leaderboards,لوحات متصدري الفريق,
Team Performance,أداء الفريق,
Territory Rules,قواعد المنطقة,
"The AuraCRM data model — 66 DocTypes organized into leads, pipeline, campaigns, gamification, AI, and communications.",نموذج بيانات AuraCRM — 66 نوع مستند منظمة في مجموعات: العملاء المحتملين، المسار، الحملات، التحفيز، الذكاء الاصطناعي، والاتصالات.,
The visual pipeline board is your command center. Here's what you can do:,لوحة المسار البصرية هي مركز قيادتك. إليك ما يمكنك فعله:,
"This onboarding guide will help you learn the platform step by step. We'll start with a quick overview of how everything connects, then you'll choose your role to see a personalized walkthrough.",سيساعدك دليل التعريف هذا على تعلم المنصة خطوة بخطوة. سنبدأ بنظرة عامة سريعة عن كيفية ارتباط كل شيء، ثم ستختار دورك لمشاهدة جولة مخصصة.,
"Total pipeline value, weighted forecast, expected close dates, and revenue trend charts",إجمالي قيمة المسار والتوقعات المرجحة وتواريخ الإغلاق المتوقعة ومخططات اتجاه الإيرادات,
Track & Coach Your Team,تتبع ودرّب فريقك,
"Track competitor moves, win/loss analysis, and battle cards for your team",تتبع تحركات المنافسين، تحليل الفوز/الخسارة، وبطاقات المواجهة لفريقك,
Track conversion rates at each pipeline stage to identify bottlenecks,تتبع معدلات التحويل في كل مرحلة لتحديد الاختناقات,
Track customer happiness and identify improvement opportunities:,تتبع سعادة العملاء وحدد فرص التحسين:,
Track how accurate your pipeline forecasts are over time and improve prediction models,تتبع مدى دقة توقعات مسارك عبر الزمن وحسّن نماذج التنبؤ,
"Track open rates, click rates, response rates, and conversions per campaign step",تتبع معدلات الفتح والنقر والاستجابة والتحويل لكل خطوة في الحملة,
"Trial-to-paid conversion tracking, usage-based scoring, churn prediction, and MRR analytics",تتبع التحويل من التجربة للدفع والتسجيل حسب الاستخدام وتنبؤ التسرب وتحليلات الإيرادات الشهرية,
"Understand exactly why you win or lose deals — by competitor, pricing, timing, and team",افهم بالضبط لماذا تربح أو تخسر الصفقات — حسب المنافس والتسعير والتوقيت والفريق,
"Understand why deals are won or lost — by competitor, industry, deal size, and stage",افهم لماذا تُربح أو تُخسر الصفقات — حسب المنافس والصناعة وحجم الصفقة والمرحلة,
Unified Comms,الاتصالات الموحدة,
Use AuraCRM's analytics and AI to make strategic decisions with confidence:,استخدم تحليلات وذكاء AuraCRM الاصطناعي لاتخاذ قرارات استراتيجية بثقة:,
VIP Detection,كشف VIP,
Via AppExchange,عبر AppExchange,
Via CTI,عبر CTI,
Via Pardot,عبر Pardot,
Visual Pipeline,مسار المبيعات البصري,
Visual Pipeline Board,لوحة المسار البصرية,
"Visual calendar to plan, schedule, and track content across all channels",تقويم بصري لتخطيط وجدولة وتتبع المحتوى عبر جميع القنوات,
Visual graphs & dashboards,الرسوم البيانية ولوحات المعلومات,
WA Broadcast,بث واتساب,
WA Chatbot,روبوت واتساب,
Welcome to AuraCRM,مرحباً بك في AuraCRM,
Welcome to AuraCRM!,مرحباً بك في AuraCRM!,
What best describes your role?,ما الذي يصف دورك بشكل أفضل؟,
What is AuraCRM?,ما هو AuraCRM؟,
WhatsApp Native Integration,تكامل واتساب الأصلي,
WhatsApp Support,دعم واتساب,
Which channels produce the highest quality leads? Track from first touch to closed deal,أي القنوات تنتج أعلى جودة من العملاء المحتملين؟ تتبع من اللمسة الأولى حتى إغلاق الصفقة,
"Which marketing campaigns, salespeople, and channels drive the most revenue?",أي الحملات التسويقية ومندوبي المبيعات والقنوات تحقق أكبر إيرادات؟,
Who did what today — complete activity feed across all teams and channels,من فعل ماذا اليوم — تغذية نشاط كاملة عبر جميع الفرق والقنوات,
"Who did what, when — complete activity tracking across calls, emails, meetings, and tasks",من فعل ماذا ومتى — تتبع نشاط كامل عبر المكالمات والبريد والاجتماعات والمهام,
Why AuraCRM? — Competitive Comparison,لماذا AuraCRM؟ — المقارنة التنافسية,
Win/Loss Analysis,تحليل الفوز/الخسارة,
Win/Loss Intelligence,ذكاء الفوز/الخسارة,
You now have a solid understanding of AuraCRM. Here's what to do next:,لديك الآن فهم متين لـ AuraCRM. إليك ما يجب فعله بعد ذلك:,
You're All Set!,أنت جاهز!,
Your Campaign Engine,محرك حملاتك,
Your Executive Dashboard,لوحة معلوماتك التنفيذية,
Your Pipeline & Deal Management,مسارك وإدارة الصفقات,
Your Support Command Center,مركز قيادة الدعم,
Zia AI,Zia AI,
frappe_visual is not loaded.,frappe_visual غير محمل.,
frappe_visual is not loaded. Please ensure frappe_visual app is installed.,frappe_visual غير محمل. يرجى التأكد من تثبيت تطبيق frappe_visual.,
← Previous,← السابق,
AUTOMATION,الأتمتة,
AVG CONVERSION,متوسط التحويل,
Agent performance and org structure,أداء الوكلاء والهيكل التنظيمي,
AuraCRM Analytics,تحليلات AuraCRM,
AuraCRM Command Center,مركز قيادة AuraCRM,
AuraCRM Pipeline,مسار AuraCRM,
AuraCRM Team,فريق AuraCRM,
"AuraCRM combines lead management, sales pipeline, team performance, and marketing automation — all powered by interactive visual graphs.",يجمع AuraCRM إدارة العملاء المحتملين ومسار المبيعات وأداء الفريق وأتمتة التسويق — الكل مدعوم برسوم بيانية تفاعلية.,
CONVERSION,التحويل,
CONVERSION RATE,معدل التحويل,
CONVERTED,محوّل,
CRM Module Map,خريطة وحدات CRM,
CRM Onboarding,تعريف CRM,
Close,إغلاق,
Conversion Funnel,مسار التحويل,
"Conversion funnel, score heatmap, quality & SLA",مسار التحويل، خريطة حرارة النقاط، الجودة واتفاقيات الخدمة,
Day Streak,أيام متتالية,
Deal moved to {0},تم نقل الصفقة إلى {0},
Distribution,التوزيع,
Done,تم,
Drag-and-drop opportunity management,إدارة الفرص بالسحب والإفلات,
Duplicates,المكررات,
Failed to load command center,فشل تحميل مركز القيادة,
Failed to load pipeline board,فشل تحميل لوحة المسار,
Failed to load quality data,فشل تحميل بيانات الجودة,
Failed to load team graph,فشل تحميل رسم الفريق البياني,
Gamification data unavailable,بيانات التحفيز غير متاحة,
Get Started,ابدأ الآن,
Hub,المركز,
Interactive CRM Map,خريطة CRM التفاعلية,
Jump into any module:,انتقل إلى أي وحدة:,
KPI data unavailable,بيانات مؤشرات الأداء غير متاحة,
LEVEL,المستوى,
LOST DEALS,الصفقات الخاسرة,
Lead Score Heatmap,خريطة حرارة نقاط العملاء المحتملين,
Lead → Customer,عميل محتمل → عميل,
Level,المستوى,
Loading quality data...,جاري تحميل بيانات الجودة...,
Manage and score incoming leads,إدارة وتسجيل العملاء المحتملين الواردين,
Move failed,فشل النقل,
My Leads,عملائي المحتملين,
NEW LEADS,عملاء محتملين جدد,
Navigate the Module Map,تصفح خريطة الوحدات,
New Lead,عميل محتمل جديد,
New Opportunity,فرصة جديدة,
No CRM data yet. Create Leads and Opportunities to see the map.,لا توجد بيانات CRM بعد. أنشئ عملاء محتملين وفرص لمشاهدة الخريطة.,
No Sales Stages configured. Create Sales Stages first.,لم يتم ضبط مراحل المبيعات. أنشئ مراحل المبيعات أولاً.,
No active breaches!,لا توجد خروقات نشطة!,
No agents,لا يوجد وكلاء,
No analytics data available,لا تتوفر بيانات تحليلية,
No pipeline data available,لا تتوفر بيانات المسار,
No team members found. Assign Sales roles to users.,لم يتم العثور على أعضاء فريق. عيّن أدوار المبيعات للمستخدمين.,
OPPORTUNITIES,الفرص,
Onboarding,التعريف,
Onboarding complete! 🎉,اكتمل التعريف! 🎉,
Open,مفتوح,
Open Deals,الصفقات المفتوحة,
Open Hub,فتح المركز,
PIPELINE VALUE,قيمة المسار,
POINTS,النقاط,
Pipeline,المسار,
Quality & SLA Compliance,الجودة والامتثال لاتفاقيات الخدمة,
Ready to Go!,جاهز للانطلاق!,
Recalculate Scores,إعادة حساب النقاط,
SLA BREACHES,خروقات اتفاقيات الخدمة,
STREAK,سلسلة,
Scoring,التسجيل,
Settings & Configuration,الإعدادات والتكوين,
Start using AuraCRM to see the module map.,ابدأ باستخدام AuraCRM لمشاهدة خريطة الوحدات.,
TEAM SIZE,حجم الفريق,
TOP PERFORMER,الأفضل أداءً,
TOTAL LEADS,إجمالي العملاء المحتملين,
TOTAL OPPS,إجمالي الفرص,
TOTAL PIPELINE,إجمالي المسار,
Team Organization,تنظيم الفريق,
"The graph above shows all CRM modules. Click any node to see details, double-click to navigate.",يعرض الرسم البياني أعلاه جميع وحدات CRM. انقر على أي عنصر للتفاصيل، انقر مزدوجاً للتنقل.,
View,عرض,
View Pipeline,عرض المسار,
View Profile,عرض الملف الشخصي,
YOUR ROLE,دورك,
Your Visual CRM Platform,منصتك البصرية لإدارة العملاء,
Your unified CRM platform — explore the module map below to navigate.,منصتك الموحدة لإدارة العملاء — استكشف خريطة الوحدات أدناه للتنقل.,
active agents,وكلاء نشطون,
active rules,قواعد نشطة,
all clear,كل شيء واضح,
assigned this month,تم تعيينه هذا الشهر,
days,أيام,
deals,صفقات,
deals won,صفقات مربوحة,
lead-to-customer,عميل محتمل إلى عميل,
leads,عملاء محتملين,
needs attention,يحتاج انتباه,
new,جديد,
rate,معدل,
team average,متوسط الفريق,
this,هذا,
this month,هذا الشهر,
won,مربوح,
{0} of {1} breaches resolved,تم حل {0} من {1} خرق,
AI Lead Profiles,ملفات العملاء المحتملين بالذكاء الاصطناعي,
"AI-generated profiles that analyze lead data to predict conversion probability, suggest ideal approach, and recommend next actions.",ملفات مولّدة بالذكاء الاصطناعي تحلل بيانات العملاء المحتملين للتنبؤ باحتمالية التحويل واقتراح النهج المثالي والإجراءات التالية.,
AuraCRM Help,مساعدة AuraCRM,
"Build conversational chatbots for WhatsApp with a visual node editor. Qualify leads, answer FAQs, and route to agents.",ابنِ روبوتات محادثة لواتساب بمحرر بصري. أهّل العملاء المحتملين، أجب على الأسئلة الشائعة، ووجّه إلى الوكلاء.,
"Choose how conversion credit is distributed: first-touch, last-touch, linear, time-decay, or custom weighted models.",اختر كيفية توزيع رصيد التحويل: اللمسة الأولى، الأخيرة، الخطي، التلاشي الزمني، أو نماذج مخصصة.,
"Collaborative spaces for each deal with shared documents, notes, activity timeline, and stakeholder management. Share externally with customers.",مساحات تعاونية لكل صفقة مع مستندات ملاحظات وجدول زمني للنشاط وإدارة أصحاب المصلحة. شارك خارجياً مع العملاء.,
Competitor Intel,ذكاء المنافسين,
"Configure how leads are automatically assigned to sales agents. Use round-robin, territory-based, skill-based, or workload-balanced distribution.",اضبط كيفية توزيع العملاء المحتملين تلقائياً على وكلاء المبيعات. استخدم التناوب أو حسب المنطقة أو المهارة أو توازن الحمل.,
"Configure the gamification engine: point values, badge thresholds, challenge types, and leaderboard settings to boost team performance.",اضبط محرك التحفيز: قيم النقاط، حدود الشارات، أنواع التحديات، وإعدادات لوحة المتصدرين لتعزيز أداء الفريق.,
Cool (30-49),بارد (30-49),
Create automated calling campaigns. Agents get calls queued with context rules that show relevant information for each contact.,أنشئ حملات اتصال آلية. يحصل الوكلاء على مكالمات مجدولة مع قواعد سياق تعرض المعلومات ذات الصلة لكل جهة اتصال.,
"Create dynamic segments based on lead behavior, demographics, engagement, and custom criteria for targeted campaigns.",أنشئ شرائح ديناميكية حسب سلوك العميل المحتمل والديموغرافيا والتفاعل ومعايير مخصصة للحملات المستهدفة.,
"Define response time expectations for leads and opportunities. Automatic monitoring, escalation workflows, and breach logging.",حدد توقعات وقت الاستجابة للعملاء المحتملين والفرص. مراقبة تلقائية وسير عمل التصعيد وتسجيل الخروقات.,
"Define scoring criteria that automatically rate leads based on demographics, behavior, and engagement. Higher scores mean higher conversion probability.",حدد معايير التسجيل التي تقيّم العملاء المحتملين تلقائياً حسب الديموغرافيا والسلوك والتفاعل. النقاط الأعلى تعني احتمالية تحويل أعلى.,
"Global configuration for AuraCRM: scoring weights, distribution mode, AI settings, gamification toggles, and integration credentials.",الإعدادات العامة لـ AuraCRM: أوزان التسجيل، وضع التوزيع، إعدادات الذكاء الاصطناعي، مفاتيح التحفيز، وبيانات التكامل.,
Influencer Campaigns,حملات المؤثرين,
Invalid license key,مفتاح ترخيص غير صالح,
Lead Distribution,توزيع العملاء المحتملين,
License key is valid,مفتاح الترخيص صالح,
"Long-term nurture programs with branching logic. Move leads through awareness, consideration, and decision stages automatically.",برامج رعاية طويلة المدى بمنطق التفرع. انقل العملاء المحتملين عبر مراحل الوعي والتقييم والقرار تلقائياً.,
Lost,خاسر,
"Manage influencer partnerships with profile tracking, campaign assignment, and ROI measurement.",إدارة شراكات المؤثرين مع تتبع الملفات وتعيين الحملات وقياس العائد على الاستثمار.,
"Multi-step automated campaigns with email, WhatsApp, SMS, and wait steps. Enroll leads and track progression through each step.",حملات آلية متعددة الخطوات بالبريد والواتساب والرسائل وخطوات الانتظار. سجّل العملاء المحتملين وتتبع التقدم في كل خطوة.,
New Leads,عملاء محتملين جدد,
Plan and schedule content across channels. Visual calendar view with drag-and-drop scheduling and AI content suggestions.,خطط وجدول المحتوى عبر القنوات. عرض تقويم بصري مع جدولة بالسحب والإفلات واقتراحات محتوى بالذكاء الاصطناعي.,
Qualified,مؤهل,
SLA,اتفاقية مستوى الخدمة,
"Send bulk WhatsApp messages with templates and personalization. Track delivery, read status, and responses.",أرسل رسائل واتساب جماعية بالقوالب والتخصيص. تتبع التسليم وحالة القراءة والردود.,
"This is part of AuraCRM — the AI-powered visual CRM platform. For a full overview, visit the About page or start the Onboarding walkthrough.",هذا جزء من AuraCRM — منصة CRM البصرية المدعومة بالذكاء الاصطناعي. للحصول على نظرة شاملة، زُر صفحة عن التطبيق أو ابدأ جولة التعريف.,
"Track competitor information, pricing, strengths/weaknesses. Log competitive intelligence entries for market positioning.",تتبع معلومات المنافسين والتسعير ونقاط القوة/الضعف. سجّل إدخالات الذكاء التنافسي لتحديد المواقع السوقية.,
Track every touchpoint from first contact to closed deal. Visualize the full journey with timeline and attribution data.,تتبع كل نقطة تواصل من أول اتصال حتى إغلاق الصفقة. تصوّر الرحلة الكاملة مع الجدول الزمني وبيانات الإسناد.,
Upgrade Now,الترقية الآن,
View List,عرض القائمة,
Warm (50-79),دافئ (50-79),
Won,مربوح,
assigned by,تم تعيينه بواسطة,
calls,مكالمات,
communicated,تم التواصل,
enrolled in,مسجّل في,
generates,يولّد,
has,لديه,
monitors,يراقب,
my-site.com,my-site.com,
owned by,مملوك لـ,
requires a premium license.,يتطلب ترخيصاً مميزاً.,
scored,مسجّل,
scored by,مسجّل بواسطة,
tasks,مهام,
test,اختبار,
test-site,test-site,
triggers,يُشغّل,
→ opportunity,→ فرصة,
